Metadata,Ionization Freqs.:541.433000 -50 350 10:THz MHz,Window Start:160.000:us,Window Width:55.000:us,Calibration Window Start:145:us,Calibration Window Width:55:us,BG:0.24:,BG_std:0.5499090833947009:
h,Time	ExpNum	IonizationFreq	NeutralCounts
1620155026.2596219	38	541.433000	115.0
1620155030.617199	39	541.433140	7.0
1620155034.8851993	40	541.433000	81.0
1620155039.2103524	41	541.433150	10.0
1620155043.5096357	42	541.433000	95.0
1620155047.8549604	43	541.433160	5.0
1620155052.145222	44	541.433000	86.0
1620155056.465184	45	541.433170	4.0
1620155061.7784412	46	541.433000	1.0
1620155066.252207	47	541.433180	4.0
1620155070.750692	48	541.433000	92.0
1620155075.2074277	49	541.433190	1.0
1620155079.5642807	50	541.433000	147.0
1620155083.842699	51	541.433200	3.0
1620155088.0558367	52	541.433000	114.0
1620155092.4491372	53	541.433210	1.0
1620155096.7576885	54	541.433000	76.0
1620155101.0838842	55	541.433220	1.0
1620155105.4386797	56	541.433000	96.0
1620155109.721899	57	541.433230	1.0
1620155114.0755126	58	541.433000	128.0
1620155118.4602892	59	541.433240	2.0
1620155122.7465136	60	541.433000	147.0
1620155127.0431767	61	541.433250	0.0
1620155131.3551786	62	541.433000	114.0
1620155135.6851766	63	541.433260	3.0
1620155140.0882406	64	541.433000	116.0
1620155144.497707	65	541.433270	5.0
1620155148.9079537	66	541.433000	88.0
1620155153.2886567	67	541.433280	1.0
1620155157.6720984	68	541.433000	118.0
1620155162.0618856	69	541.433290	3.0
1620155166.3474963	70	541.433000	196.0
1620155171.1539958	71	541.433300	2.0
1620155175.4795737	72	541.433000	130.0
1620155180.076132	73	541.433310	1.0
1620155184.383677	74	541.433000	154.0
1620155188.7811482	75	541.433320	0.0
1620155193.113886	76	541.433000	109.0
1620155197.5417857	77	541.433330	3.0
1620155202.0625334	78	541.433000	104.0
1620155206.44559	79	541.433340	1.0
1620155210.738514	80	541.433000	105.0
